STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
08025,8025,Crowley,CO,293363,316400,479353,106374,103572,110681,407873,30403,51364,61587,18034,9979,10858,42940
08027,8027,Custer,CO,295032,262931,366709,158917,201417,121603,229581,30548,42668,47097,26833,19411,11932,30423
08029,8029,Delta,CO,1218877,1853127,1601827,720379,1332464,1373553,1877285,126737,300915,206178,122188,128399,134775,299628
08031,8031,Denver,CO,304498,516480,114810,458282,,,212825,65773,98961,40992,107419,,,44236
08033,8033,Dolores,CO,192263,147417,194823,391043,443669,126744,455403,19909,23922,25014,65886,42761,12438,61776
08035,8035,Douglas,CO,171183,150268,216712,349993,280904,192330,435081,19738,25996,33693,71420,26572,18046,66265
08037,8037,Eagle,CO,110629,162949,137957,68431,76087,133778,158622,11933,26764,18591,12876,7288,13061,23198
08039,8039,Elbert,CO,583483,384772,868636,532761,951477,556747,988118,60537,62520,111774,90248,91690,54621,129432
08041,8041,El Paso,CO,743445,875184,601839,966526,684489,516948,632148,101445,153821,101913,195391,64915,49023,101152
08043,8043,Fremont,CO,163039,253645,163388,237762,177717,150827,210224,17930,41623,22154,41541,17085,14741,35218
08045,8045,Garfield,CO,452649,364043,934888,548370,474813,240278,637140,47501,59421,120791,93576,45721,23517,101354
08047,8047,Gilpin,CO,,,,,,,6221,,,,,,,892
08049,8049,Grand,CO,317116,268662,229383,124933,88675,57046,205169,32971,43660,29616,21305,8538,5587,28585
08051,8051,Gunnison,CO,166973,177184,275402,228354,105987,63926,259023,17451,28835,35533,38714,10207,6262,33001
08053,8053,Hinsdale,CO,83718,54025,13332,11401,5187,1246,5738,8665,8766,1717,1929,500,122,1072
08055,8055,Huerfano,CO,248307,215082,207335,33967,50703,12136,114263,25812,34942,26720,5867,4883,1186,14645
08057,8057,Jackson,CO,741875,466238,1077804,884141,388827,312024,331066,76760,75640,138296,148928,37475,30624,42396
08059,8059,Jefferson,CO,614160,744207,294717,868691,199500,197348,325915,100469,138530,73051,188873,17988,17500,55082
08061,8061,Kiowa,CO,1475962,1364965,1889440,1076900,2921994,2563109,3989672,152694,221426,242429,181392,281628,251569,453544
08063,8063,Kit Carson,CO,10179401,7829525,10234774,8004236,9870711,10082402,17604384,1053078,1270121,1313223,1348248,951359,989584,2445974
08065,8065,Lake,CO,7255,6497,6771,8398,5833,,10336,934,1140,1043,1633,556,,1535
08067,8067,La Plata,CO,886826,1041443,846350,511142,866465,705259,890501,92705,169435,109666,87490,83467,69151,130133
08069,8069,Larimer,CO,3292290,2462575,3122619,2079345,1900748,1686067,2155015,348701,403683,409554,362243,182809,164865,341094
08071,8071,Las Animas,CO,416706,307636,424198,153445,203293,74804,295732,43355,50011,54627,26093,19586,7332,38073
08073,8073,Lincoln,CO,2851358,1650467,1884853,2321736,2615954,2154775,4011636,295012,267770,241901,391122,252130,211488,467703
08075,8075,Logan,CO,6517557,4838770,6389492,4906828,6231845,6420410,9948575,674641,785119,820167,826931,600625,630142,1331635
08077,8077,Mesa,CO,2064192,1821656,2155184,1636100,1663360,1712021,1903277,216538,297050,279649,279636,160176,167815,280444
08079,8079,Mineral,CO,5774,,,,,,3038,605,,,,,,513
08081,8081,Moffat,CO,237462,325359,486953,358890,412026,177748,706355,24758,52866,62644,60651,39706,17437,77992
08083,8083,Montezuma,CO,443296,1275185,1268395,870876,1005220,1441918,2171688,46326,207078,163207,147245,96868,141498,369356
08085,8085,Montrose,CO,2751591,2214750,2608311,1354838,2152438,2228147,1720239,285265,359573,335335,229097,207426,218647,258374
08087,8087,Morgan,CO,9098059,7406374,9031014,7330962,5059285,6259896,8168024,941767,1201736,1159312,1235495,487603,614376,1103915
08089,8089,Otero,CO,1975628,1442023,2049809,824850,1238834,1319742,1707537,204996,234180,263467,139433,119388,129513,254322
08091,8091,Ouray,CO,190546,135625,162321,113998,142783,92323,83826,19754,22023,20882,19280,13759,9057,10500
08093,8093,Park,CO,156993,70884,100046,43860,39813,15191,29121,16364,11566,13043,7714,3827,1477,7052
08095,8095,Phillips,CO,6909929,5673377,9041992,7346230,6078217,8743095,11192983,714849,920344,1160158,1237375,585830,858133,1405853
08097,8097,Pitkin,CO,53998,74146,82435,44721,23938,12315,26285,5899,12194,10913,7916,2295,1189,3489
08099,8099,Prowers,CO,3110403,2125903,3127903,2608067,2760357,2757259,5046046,322081,344995,401577,439569,266041,270615,698593
08101,8101,Pueblo,CO,1522171,1333822,1534199,849643,734745,761606,799810,162723,218702,201325,148820,70635,74479,118584
08103,8103,Rio Blanco,CO,617047,624288,530110,404186,340715,300041,339261,63930,101312,68088,68155,32837,29445,50389
08105,8105,Rio Grande,CO,5209701,4665997,6183269,4650534,5081485,4718045,4591131,539200,757022,793566,783563,489757,463065,620463
08107,8107,Routt,CO,576825,393758,690858,543929,400754,250754,314928,59961,64027,88973,92053,38610,24589,43263
08109,8109,Saguache,CO,4608513,4591572,5530502,5686126,5248436,4753712,4991099,476761,744849,709624,957773,505855,466574,718446
08111,8111,San Juan,CO,,,,,,,4959,,,,,,,787
08113,8113,San Miguel,CO,124100,182684,76595,53309,127477,32592,94619,12895,29671,9922,9114,12283,3193,13209
08115,8115,Sedgwick,CO,3680432,2678648,3492257,2624709,3288296,3829851,7065901,380760,434540,448096,442114,316932,375899,950068
08117,8117,Summit,CO,42933,30706,43611,23141,32749,14241,29270,4796,5206,6195,4757,3128,1355,4418
08119,8119,Teller,CO,22303,28798,13166,17956,5818,3125,21310,2696,4875,2240,3743,538,272,3200
08121,8121,Washington,CO,7600158,3906255,7176735,6148249,5201312,5511611,13143526,786232,633683,920830,1035584,501313,540963,1792560
08123,8123,Weld,CO,18453990,17093674,19980742,16188574,14584035,15009062,18546752,1913722,2775117,2568373,2734056,1405374,1472700,2320028
08125,8125,Yuma,CO,20019547,16812600,21859053,15714586,20870680,19804082,21266450,2070977,2727320,2804642,2646889,2011560,1943768,2658600
09001,9001,Fairfield,CT,683672,671831,827911,1300024,2019193,974190,1107260,123575,92054,116239,178300,266000,68676,147385
09003,9003,Hartford,CT,2152910,1291732,1550087,2880573,3142456,2089671,2354405,548321,225400,256020,438338,412489,162548,324231
09005,9005,Litchfield,CT,653590,317267,327725,697747,708523,830053,809824,180046,61679,57446,109730,92779,67647,115461
09007,9007,Middlesex,CT,462657,138105,179391,361516,385519,235401,495264,124862,23337,29099,54704,50637,18050,84087
09009,9009,New Haven,CT,849593,824115,918850,1851895,2142234,1502374,2046459,174090,125984,135917,270601,281941,113644,282870
09011,9011,New London,CT,643653,1000664,1314871,3174765,1221338,1006074,1607038,170136,203024,241170,510152,159937,81184,264608
09013,9013,Tolland,CT,403289,204523,278289,1310267,579229,839341,783499,109008,38496,48727,209828,75883,68463,126323
09015,9015,Windham,CT,516604,231753,210960,603719,435094,408799,638285,143906,45834,37132,95920,56981,33099,133416
10001,10001,Kent,DE,6247658,7294214,7543383,6963720,5548353,5280542,6962300,1029358,1135097,1271879,688682,461217,344644,1080074
10003,10003,New Castle,DE,3029976,4065870,3858545,3155892,2978691,3116901,2486599,511744,643947,660969,346375,265645,222068,377350
10005,10005,Sussex,DE,5756066,8566807,9626738,9375801,9213952,9738022,9411762,948303,1332684,1622808,926149,763972,632585,1188282
12001,12001,Alachua,FL,2811882,2213449,1894130,2806883,2468145,2111811,3159660,566710,367927,330070,467623,341212,280430,512264
12003,12003,Baker,FL,406899,216025,203460,213196,153471,81070,178994,81817,36224,35989,35630,21171,10488,30431
12005,12005,Bay,FL,298077,267787,327764,253863,,197847,337778,61291,40115,51622,38189,,20269,46216
12007,12007,Bradford,FL,302307,365127,390423,271649,316703,167601,515862,60908,61288,69301,45328,44627,22267,94162
12009,12009,Brevard,FL,2534099,2294540,2721226,1894634,2374720,1101661,2750155,514180,367693,460096,300489,290128,123212,372851
12011,12011,Broward,FL,4925133,4982132,5295368,4134029,6281183,3065454,4838313,1013160,753355,817964,603316,667235,291389,577375
12013,12013,Calhoun,FL,1030701,928989,510420,821023,433694,708531,1686191,206993,157614,91598,138737,63105,97387,285074
12015,12015,Charlotte,FL,1656597,2055430,2096961,2144207,1414631,1032764,2951303,333628,344380,370832,358070,194205,135715,454775
12017,12017,Citrus,FL,364820,369806,361109,384649,564782,262370,663553,74187,58879,59476,61228,70940,30491,92453
12019,12019,Clay,FL,613477,549126,367148,352403,586791,323466,425632,124304,88643,59203,54593,69056,35787,53379
12021,12021,Collier,FL,7992653,9876089,6563656,8028202,4954437,3166912,6722270,1605836,1672530,1172720,1350894,704028,424318,1002907
12023,12023,Columbia,FL,1072756,781320,741820,503941,999389,997419,1399586,215716,131474,131655,83922,142628,135456,248740
12027,12027,DeSoto,FL,6244003,6094864,6996916,8243485,5445602,3674446,7269776,1253771,1034967,1259222,1394377,798327,505756,1253506
12029,12029,Dixie,FL,64745,128075,171530,330773,240814,382441,697168,13053,21538,30560,55759,34698,52405,105831
12031,12031,Duval,FL,1968547,2257920,2442842,1626895,2736473,1294196,2228502,407995,336539,377310,233869,285248,120024,268618
12033,12033,Escambia,FL,2384919,1451472,1517367,1172652,1971328,1144599,1826881,482931,232370,254513,186392,258407,142499,240196
12035,12035,Flagler,FL,1200742,681315,1029613,781302,1329426,450130,898983,241234,114750,183649,130689,188115,58202,130817
12037,12037,Franklin,FL,24268,19200,17852,15201,,5913,12007,4924,3069,2941,2419,,579,1532
12039,12039,Gadsden,FL,1416228,1395598,1195778,1966535,1110685,529201,1411459,284747,235778,213590,331693,160265,71532,270300
12041,12041,Gilchrist,FL,1185535,1066164,723874,727228,1418178,1386106,1918646,238073,180913,129961,122776,207519,190705,440254
12043,12043,Glades,FL,1261065,2406821,2041605,2021114,1966670,2691187,2975450,253215,408843,367509,341892,288567,370871,430139
12045,12045,Gulf,FL,422974,88586,28403,19271,42322,10273,36104,84993,14811,4776,3044,5492,1074,7318
12047,12047,Hamilton,FL,1246233,1345663,743699,1064843,1142020,1636547,1805132,250266,228410,133617,179969,167155,225347,353173
12049,12049,Hardee,FL,6637628,6525907,6143741,5658171,3993117,2998702,6379820,1332771,1108331,1105749,957001,585373,412818,995417
12051,12051,Hendry,FL,13302894,14795078,14525693,13150412,15517500,11473993,11865955,2670963,2513341,2615249,2224820,2278497,1581354,1928966
12053,12053,Hernando,FL,568210,482498,507906,613457,719935,662910,893274,115104,77178,84570,99006,89242,83267,126843
12055,12055,Highlands,FL,7219072,6864523,7803660,8410702,6139723,3613163,6154694,1449909,1164177,1402267,1421194,895822,495188,981555
12057,12057,Hillsborough,FL,11586487,10399735,8380197,9501485,10907609,5888717,9820835,2341406,1711550,1433598,1554429,1439396,725612,1406682
12059,12059,Holmes,FL,1025406,807249,507442,668856,838239,645243,1195916,205981,136767,90820,112834,122155,88490,220390
12061,12061,Indian River,FL,8771890,6264989,4951622,4550116,2819303,3183381,5957986,1762092,1060574,886317,766154,402257,432862,875823
12063,12063,Jackson,FL,5087057,3548387,2952491,3235997,4169178,3013164,6763092,1021657,601762,530242,546679,610029,414210,967211
12065,12065,Jefferson,FL,1923844,930567,728507,817901,819993,425291,846339,386315,157861,130856,138190,119876,58349,140117
12067,12067,Lafayette,FL,801168,609929,564156,514025,594015,847095,1884595,160877,103540,101472,86889,86972,116646,310062
12069,12069,Lake,FL,4985035,3173244,3191171,3704939,3494637,2094257,4796402,1002348,533072,565420,619553,487860,275744,722772
12071,12071,Lee,FL,3798826,3887992,3687288,3792438,3729609,1935965,4613389,767211,641378,636244,621176,474827,228783,626608
12073,12073,Leon,FL,794595,590534,578252,489000,674646,409885,684693,161935,90604,90458,73667,72138,42625,93433
12075,12075,Levy,FL,1479818,1601709,1329779,1533798,1616141,1746701,2140780,297260,271548,238586,258923,235529,239923,357364
12077,12077,Liberty,FL,42212,51435,19909,27345,20152,21315,52060,8498,8651,3446,4540,2691,2806,8557
12079,12079,Madison,FL,1243183,1188778,1019729,1035196,1278813,831499,1900890,249697,201618,183161,174870,187051,114251,338491
12081,12081,Manatee,FL,10876717,9243994,7721034,10262003,6951469,7678772,9811819,2186342,1560172,1375850,1726038,988936,1042112,1503675
12083,12083,Marion,FL,3077036,1973436,2094200,1660631,2103203,1777595,3484198,619617,327616,365783,272969,282287,231803,531938
12085,12085,Martin,FL,6274356,5042577,6381973,3873293,2504496,1091572,3304377,1260728,852597,1143427,651327,355847,144398,501749
12086,12086,Miami-Dade,FL,18206968,16939687,15369833,19623942,19791876,11758687,18766960,3692612,2739872,2583494,3197309,2569390,1443542,2712738
12087,12087,Monroe,FL,96976,111785,111999,66625,119849,47670,84904,20169,16467,17034,9412,13517,4545,10372
12089,12089,Nassau,FL,277532,257967,128499,202810,181427,111588,280530,56087,42373,21002,32804,21861,12886,43460
12091,12091,Okaloosa,FL,813713,626590,640275,628899,785626,550314,908404,164972,100397,107018,100983,100459,68325,136054
12093,12093,Okeechobee,FL,4094645,3299889,3089382,2616388,2861444,2417782,3585927,822278,559937,555363,442052,418400,332405,546189
12095,12095,Orange,FL,6941583,5866451,5240517,5016454,5763083,2895775,8768680,1404458,951705,878542,801262,695086,317755,1227066
12097,12097,Osceola,FL,4008600,3494745,4839617,2906373,2518311,2134503,4291494,805575,589884,865231,486484,350128,283101,555971
12099,12099,Palm Beach,FL,37091816,29595632,38346588,24078100,22476092,20618932,30541146,7458841,4980009,6834886,4024529,3156319,2768004,4037941
12101,12101,Pasco,FL,2234531,2193869,1967702,2230550,2453901,1247753,2344176,452553,358043,333524,362167,308692,145987,280152
12103,12103,Pinellas,FL,1864995,1948346,1921718,1175547,1947097,870115,1478409,387594,287696,293350,166568,197930,77739,168415
12105,12105,Polk,FL,16027977,11193293,9425761,11557884,10102133,6061948,10849032,3222717,1883789,1672773,1939172,1430249,808147,1615095
12107,12107,Putnam,FL,1542741,1947454,1011356,931821,773480,760960,1390987,310340,328710,179297,155921,108666,102613,231207
12109,12109,St. Johns,FL,4033042,3273059,1806617,1840308,1836813,1748727,2126815,810503,552687,319801,307022,253813,231850,343236
12111,12111,St. Lucie,FL,10076205,9764644,8020190,7127644,4324274,4021938,6875593,2024679,1651559,1433572,1198558,607111,539885,1027358
12113,12113,Santa Rosa,FL,2433593,1981726,1665174,1508040,1265962,2092542,2991054,489277,333781,295192,251695,175117,282738,398736
12115,12115,Sarasota,FL,1351191,1456153,1372267,991628,1379841,623379,1292112,275516,231343,225357,153011,158593,64003,158309
12117,12117,Seminole,FL,1620177,1625750,1327546,1181708,1538457,797138,1387996,330111,255524,210008,179733,167154,80156,176190
12119,12119,Sumter,FL,1530495,1372735,823202,958398,880924,551132,1371466,307530,232268,146442,160720,123328,72126,170949
12121,12121,Suwannee,FL,2873389,2555388,2300708,1910296,2011447,2891618,3647298,577084,433464,413289,322525,293288,397515,659695
12123,12123,Taylor,FL,182363,88392,146812,111240,68454,63924,233997,36718,14672,25971,18529,9146,8353,33356
12125,12125,Union,FL,532199,542109,415319,589329,361627,219431,517781,106933,91804,74363,99438,52246,29836,98856
12127,12127,Volusia,FL,3030943,3357628,3283981,2620021,2444058,1453575,4086366,613320,551043,565050,425571,307151,175657,610247
12129,12129,Wakulla,FL,75016,76285,90115,67818,96267,50511,113932,15144,12596,15605,10989,12626,6163,21378
12131,12131,Walton,FL,833751,793089,521003,1223695,1378632,439922,739826,167576,134041,92682,206220,199753,59122,109242
12133,12133,Washington,FL,949362,654459,566160,408604,446364,420969,474803,190714,110798,101359,68754,64414,57438,84692
13001,13001,Appling,GA,1561619,2222236,3006291,3091549,2814858,2115789,3810834,301107,551925,809204,1011637,867823,156550,765519
13003,13003,Atkinson,GA,1362766,1621640,1839340,1215737,1231161,770541,2065094,262788,402696,495140,397822,379571,57013,440179
13005,13005,Bacon,GA,1592816,1014046,1606365,1427110,1462621,1202213,1679628,307138,251877,432372,466998,450915,88952,379979
13007,13007,Baker,GA,2248850,2306844,3368222,1426941,2083908,1972225,2104595,433672,572801,906810,466910,642541,145940,361455
13009,13009,Baldwin,GA,208704,189466,230814,202042,101145,33693,117007,40070,47681,61325,66438,30685,2435,22376
13011,13011,Banks,GA,178581,152712,129850,338837,247251,139806,378511,34407,38036,34782,110952,76094,10327,74088
13013,13013,Barrow,GA,345872,278091,166768,282634,242268,110746,254506,66574,69597,44029,92929,73825,8079,46811
13015,13015,Bartow,GA,839311,676732,993806,563777,985024,503199,555307,161646,168899,266324,185080,302665,37101,106740
13017,13017,Ben Hill,GA,1437394,1293041,1463507,1136940,1488068,902876,988224,277135,321255,393776,372103,458693,66795,203451
13019,13019,Berrien,GA,3306144,2763901,3894393,1763983,2365962,2485635,3403234,637534,686398,1048326,577252,729402,183917,618106
13021,13021,Bibb,GA,331330,166028,254223,179384,152975,128917,156065,62845,44781,64131,60353,44803,9251,27522
